-25.50,1.69,-20.87,ESTE
-25.50,1.69,-21.62,ESTE
-24.75,3.25,-23.12,ESTE
-25.44,4.00,-21.56,ESTE
-24.69,4.00,-21.56,ESTE
-24.00,2.50,-20.81,ESTE
-26.94,3.19,-20.87,ESTE
-24.75,2.44,-22.37,ESTE
-24.00,3.25,-22.37,ESTE
-24.00,3.25,-22.37,ESTE
-25.44,4.00,-21.56,ESTE
-24.75,1.69,-20.87,ESTE
-23.31,1.75,-21.62,ESTE
-24.75,1.75,-20.06,ESTE
-23.31,1.75,-22.37,ESTE
-24.69,4.00,-22.31,ESTE
-23.25,4.06,-21.56,ESTE
-24.00,3.31,-20.81,ESTE
-26.25,2.37,-23.19,ESTE
-22.50,3.37,-20.00,ESTE
-24.69,3.25,-20.81,ESTE
-24.75,2.44,-22.37,ESTE
-25.50,3.19,-23.12,ESTE
-24.00,2.50,-20.06,ESTE
-22.56,2.56,-21.56,ESTE
-24.69,3.25,-20.81,ESTE
-25.44,3.25,-20.81,ESTE
-24.75,2.50,-20.06,ESTE
-23.31,3.31,-22.31,ESTE
-23.94,4.06,-20.81,ESTE
-24.75,3.25,-22.37,ESTE
-24.00,3.31,-20.81,ESTE
-24.75,3.25,-21.56,ESTE
-24.75,3.25,-21.56,ESTE
-24.75,2.50,-21.62,ESTE
-24.69,3.25,-20.06,ESTE
-24.62,4.81,-20.06,ESTE
-24.69,3.25,-20.81,ESTE
-24.00,3.25,-22.37,ESTE
-24.81,1.69,-21.62,ESTE
-24.75,3.25,-21.56,ESTE
-24.75,2.50,-20.81,ESTE
-24.75,2.50,-21.62,ESTE
-25.50,3.19,-22.37,ESTE
-23.94,4.81,-21.56,ESTE
-25.37,4.81,-20.06,ESTE
-25.56,1.69,-22.37,ESTE
-24.00,3.25,-21.56,ESTE
-24.81,1.69,-22.37,ESTE
-24.69,3.25,-20.06,ESTE
-24.06,2.50,-22.37,ESTE
-24.75,1.69,-20.87,ESTE
-25.44,1.75,-20.81,ESTE
-24.75,2.50,-21.62,ESTE
-23.25,3.31,-21.56,ESTE
-24.75,1.75,-19.31,ESTE
-26.25,1.62,-20.87,ESTE
-24.00,3.25,-21.56,ESTE
-24.00,2.50,-20.06,ESTE
-26.25,1.62,-20.87,ESTE
-25.37,4.75,-20.81,ESTE
-24.06,2.50,-23.12,ESTE
-24.75,3.25,-21.56,ESTE
-26.19,3.19,-20.06,ESTE
-23.94,4.06,-20.81,ESTE
-23.31,3.31,-22.31,ESTE
-23.94,4.06,-20.81,ESTE
-21.81,2.62,-21.56,ESTE
-24.06,1.69,-22.37,ESTE
-24.69,4.06,-20.06,ESTE
-24.75,2.50,-21.62,ESTE
-23.94,4.06,-20.06,ESTE
-24.75,2.44,-22.37,ESTE
-24.06,2.50,-22.37,ESTE
-24.81,1.69,-23.12,ESTE
-24.00,2.50,-20.81,ESTE
-25.44,4.00,-21.56,ESTE
-24.75,2.50,-21.62,ESTE
-26.94,3.12,-21.62,ESTE
-24.00,2.50,-20.81,ESTE
-24.75,4.00,-23.12,ESTE
-23.31,3.25,-23.12,ESTE
-23.31,2.50,-22.37,ESTE
-24.06,1.75,-21.62,ESTE
-25.50,3.19,-23.12,ESTE
-23.25,4.06,-20.81,ESTE
-24.06,2.50,-22.37,ESTE
-25.50,2.44,-21.62,ESTE
-24.06,2.50,-22.37,ESTE
-24.69,4.00,-21.56,ESTE
-24.75,2.50,-21.62,ESTE
-25.44,3.25,-20.81,ESTE
-24.00,3.31,-20.81,ESTE
-26.87,4.69,-21.62,ESTE
-24.00,4.00,-23.87,ESTE
-24.69,4.00,-20.81,ESTE
-24.00,3.25,-23.12,ESTE
-26.19,2.50,-23.12,ESTE
-24.00,2.50,-21.56,ESTE
-24.75,2.50,-21.62,ESTE
-25.56,1.69,-22.37,ESTE
-23.31,2.56,-20.81,ESTE
-24.81,2.44,-23.12,ESTE
-24.12,1.69,-23.87,ESTE
-24.75,3.25,-21.56,ESTE
-25.44,3.19,-21.62,ESTE
-24.75,3.25,-23.12,ESTE
-24.69,3.25,-20.81,ESTE
-26.25,1.62,-22.44,ESTE
-24.81,1.69,-21.62,ESTE
-23.31,1.75,-20.81,ESTE
-24.75,3.25,-21.56,ESTE
-26.25,1.62,-21.62,ESTE
-24.06,1.69,-22.37,ESTE
-24.00,2.50,-21.56,ESTE
-24.81,1.69,-23.94,ESTE
-24.69,4.00,-22.31,ESTE
-25.44,3.19,-21.62,ESTE
-22.56,2.56,-21.56,ESTE
-23.37,1.00,-21.62,ESTE
-24.12,0.94,-22.37,ESTE
-23.31,2.50,-22.37,ESTE
-24.00,3.25,-21.56,ESTE
-24.00,2.50,-21.56,ESTE
-25.44,2.50,-20.06,ESTE
-23.31,1.75,-22.37,ESTE
-24.00,4.75,-23.87,ESTE
-24.75,3.25,-21.56,ESTE
-25.50,2.44,-22.37,ESTE
-24.75,3.25,-21.56,ESTE
-24.06,2.50,-22.37,ESTE
-24.69,4.00,-20.81,ESTE
-24.69,4.00,-21.56,ESTE
-22.56,2.56,-21.56,ESTE
-24.69,4.00,-22.31,ESTE
-25.50,2.44,-22.37,ESTE
-24.75,2.50,-20.81,ESTE
-24.00,2.50,-20.81,ESTE
-24.75,2.44,-22.37,ESTE
-24.81,2.44,-23.87,ESTE
-24.06,1.69,-22.37,ESTE
-24.69,4.00,-22.31,ESTE
-23.25,3.31,-20.81,ESTE
-25.44,4.00,-21.56,ESTE
-23.94,4.06,-20.81,ESTE
-24.81,1.69,-22.37,ESTE
-23.31,2.50,-22.37,ESTE
-24.75,2.44,-22.37,ESTE
-25.50,2.44,-20.87,ESTE
-26.19,3.19,-22.37,ESTE
-26.94,3.12,-22.37,ESTE
-23.31,1.75,-22.37,ESTE
-24.75,2.44,-22.37,ESTE
-24.00,2.50,-20.81,ESTE
-26.19,2.44,-20.87,ESTE
-24.12,0.19,-21.62,ESTE
-24.81,0.94,-22.37,ESTE
-22.56,3.31,-21.56,ESTE
-23.94,4.81,-21.56,ESTE
-24.00,4.00,-23.12,ESTE
-23.25,3.31,-20.81,ESTE
-25.56,0.88,-22.44,ESTE
-23.94,4.06,-20.06,ESTE
-22.62,2.56,-23.12,ESTE
-22.62,2.50,-24.62,ESTE
-24.75,2.44,-22.37,ESTE
-24.00,3.25,-21.56,ESTE
-24.75,2.44,-22.37,ESTE
-24.75,2.50,-20.81,ESTE
-24.75,2.50,-21.62,ESTE
-23.94,4.06,-20.81,ESTE
-24.81,1.69,-21.62,ESTE
-23.31,2.56,-21.56,ESTE
-23.94,4.87,-20.00,ESTE
-22.69,0.25,-21.62,ESTE
-23.31,2.56,-21.56,ESTE
-26.25,2.37,-22.37,ESTE
-22.56,2.56,-20.06,ESTE
-24.00,2.50,-21.56,ESTE
-23.94,4.06,-20.81,ESTE
-24.75,3.25,-22.37,ESTE
-23.31,2.56,-20.81,ESTE
-25.50,2.44,-23.12,ESTE
-24.00,3.25,-21.56,ESTE
-24.75,2.50,-20.81,ESTE
-23.94,4.81,-23.06,ESTE
-23.25,3.31,-20.81,ESTE
-23.31,1.75,-21.62,ESTE
-24.00,4.06,-22.31,ESTE
-23.94,4.06,-20.81,ESTE
-24.75,3.25,-21.56,ESTE
-24.75,2.44,-22.37,ESTE
-26.25,1.69,-20.12,ESTE
-24.00,4.06,-21.56,ESTE
-24.75,3.25,-23.12,ESTE
-23.31,2.50,-22.37,ESTE
-25.44,3.19,-21.62,ESTE
-24.69,4.00,-21.56,ESTE
-24.06,2.44,-23.87,ESTE
-24.75,2.44,-22.37,ESTE
-25.50,2.44,-20.87,ESTE
-26.19,3.19,-20.87,ESTE
-23.94,4.06,-20.81,ESTE
-25.56,1.69,-22.37,ESTE
-25.44,3.25,-20.81,ESTE
-24.75,2.44,-22.37,ESTE
-23.25,4.06,-21.56,ESTE
-25.37,4.81,-20.06,ESTE
-23.25,3.31,-20.81,ESTE
-26.25,2.37,-22.37,ESTE
-23.25,4.06,-20.81,ESTE
-24.69,3.25,-20.81,ESTE
-23.31,1.75,-21.62,ESTE
-24.75,1.75,-20.06,ESTE
-24.75,2.50,-21.62,ESTE
-26.25,2.37,-23.94,ESTE
-23.31,2.56,-21.56,ESTE
-26.31,0.06,-22.44,ESTE
-24.00,2.50,-21.56,ESTE
-24.00,3.25,-21.56,ESTE
-25.50,3.19,-23.12,ESTE
-22.50,3.37,-20.00,ESTE
-24.81,1.69,-22.37,ESTE
-24.75,1.75,-20.06,ESTE
-24.06,1.00,-20.87,ESTE
-24.06,1.75,-21.62,ESTE
-24.69,3.25,-20.81,ESTE
-23.31,1.75,-21.62,ESTE
