AccX,AccY,AccZ,MagX,MagY,MagZ
0.196211457252502,-1.19940233230591,9.72233772277832,2.04375004768372,-11.0250005722046,-26.1375007629395
0.862014353275299,-0.615254521369934,9.28445053100586,2.04375004768372,-11.0250005722046,-26.1375007629395
0.766002357006073,0.342472732067108,9.74865818023682,2.17500019073486,-10.96875,-26.1750011444092
1.39561378955841,1.60169565677643,9.15254688262939,1.98750007152557,-12.1687507629395,-25.4625015258789
0.864407181739807,2.59052968025208,9.62662506103516,0.431250005960464,-15.3375005722046,-22.7625007629395
0.442971289157867,3.14596366882324,8.70269584655762,-0.787500023841858,-17.2312507629395,-21.0562515258789
0.442971289157867,3.17946314811707,9.14776134490967,-0.787500023841858,-17.2312507629395,-21.0562515258789
0.0167497582733631,3.85932374000549,7.89810943603516,-2.90625,-20.625,-16.9875011444092
0.112462662160397,3.86171674728394,8.53011322021484,-3.82500004768372,-22.0875015258789,-15.0187501907349
-0.155533477663994,3.42353105545044,9.01376247406006,-3.82500004768372,-22.0875015258789,-15.0187501907349
0.210568398237228,3.33021092414856,8.65693283081055,-5.25,-23.9812507629395,-12.1687507629395
-0.133998066186905,2.78913378715515,8.39611530303955,-5.25,-23.9812507629395,-12.1687507629395
-0.133998066186905,2.78913378715515,8.39611530303955,-5.49375009536743,-24.3562507629395,-11.7000007629395
-0.27756741642952,2.0303099155426,10.3064851760864,-5.49375009536743,-24.3562507629395,-11.7000007629395
-0.189032986760139,0.998405277729034,8.81994438171387,-5.13750028610229,-24.0562515258789,-12.2250003814697
-0.0382851622998714,-0.0311066936701536,9.32512855529785,-5.13750028610229,-24.0562515258789,-12.2250003814697
-0.0406779833137989,-0.55782675743103,9.56441116333008,-3.58125019073486,-22.6687507629395,-14.5125007629395
0.136390894651413,-1.58973157405853,9.71755218505859,-1.5,-19.7437515258789,-18.2625007629395
0.402293294668198,-1.24725878238678,10.3495559692383,-0.618750035762787,-17.9625015258789,-20.2312507629395
0.287437826395035,-1.63519513607025,9.40169906616211,-0.618750035762787,-17.9625015258789,-20.2312507629395
0.122033953666687,-1.7883358001709,9.85902786254883,-0.618750035762787,-17.9625015258789,-20.2312507629395
0.356829673051834,-1.39082813262939,11.1637144088745,0.5625,-14.0062503814697,-23.8875007629395
0.787537753582001,-0.478863626718521,9.26052284240723,1.06875002384186,-11.3062505722046,-26.3062515258789
0.699003338813782,0.964905738830566,9.81565761566162,0.993750035762787,-11.1750001907349,-26.5500011444092
