AccX,AccY,AccZ,MagX,MagY,MagZ
-0.328115791082382,0.65114688873291,9.68644523620605,13.9875001907349,-2.73750019073486,-12.3375005722046
-0.366400957107544,0.591326296329498,9.64576721191406,13.9875001907349,-2.73750019073486,-12.3375005722046
-0.332901448011398,0.696610510349274,9.54287624359131,14.0062503814697,-2.94375014305115,-12.2812509536743
-0.313758879899979,0.612861692905426,9.57637500762939,14.1375007629395,-2.98125004768372,-12.1312503814697
-0.275174617767334,0.533898532390594,9.60269641876221,14.1375007629395,-2.98125004768372,-12.1312503814697
-0.155533477663994,0.761216700077057,9.86859893798828,14.2125005722046,-3.01875019073486,-12.0562505722046
-0.272781789302826,0.699003338813782,9.73430156707764,14.2125005722046,-3.01875019073486,-12.0562505722046
-0.256032019853592,0.682253539562225,9.71515941619873,14.1562509536743,-2.94375014305115,-12.0750007629395
-0.20817556977272,0.505184710025787,9.63141059875488,14.0250005722046,-2.83125019073486,-12.0187501907349
-0.212961211800575,0.440578460693359,9.63141059875488,14.0250005722046,-2.83125019073486,-12.0187501907349
-0.241675093770027,0.560219585895538,9.71037292480469,13.8187503814697,-2.94375014305115,-11.90625
-0.265603303909302,0.684646368026733,9.67448139190674,13.8187503814697,-2.94375014305115,-11.90625
-0.287437826395035,0.586540639400482,9.73908710479736,13.6125001907349,-3.15000009536743,-11.90625
-0.464506685733795,0.328115791082382,9.62423133850098,13.6125001907349,-3.15000009536743,-11.90625
-0.483649283647537,0.131605252623558,9.78455066680908,13.6687507629395,-2.88750004768372,-11.8312501907349
-0.596111953258514,-0.100498549640179,9.61705303192139,13.7250003814697,-2.71875,-11.7750005722046
-0.648754060268402,-0.392722010612488,9.61705303192139,13.7250003814697,-2.71875,-11.7750005722046
-0.65832531452179,-0.694217681884766,9.72473049163818,14.0625009536743,-1.85625004768372,-11.7375001907349
-0.710967421531677,-0.981655478477478,9.67448139190674,14.0625009536743,-1.85625004768372,-11.7375001907349
-0.710967421531677,-0.981655478477478,9.67448139190674,14.3625001907349,-0.65625,-11.5125007629395
-0.713360249996185,-1.42462682723999,9.69362354278564,14.4187507629395,0.0375000014901161,-11.34375
-0.782752096652985,-1.39322102069855,9.55962562561035,14.4187507629395,0.0375000014901161,-11.34375
-0.773180842399597,-1.40548419952393,9.59791088104248,14.4187507629395,0.0375000014901161,-11.34375
-0.756431043148041,-1.25443732738495,9.71994495391846,14.5500001907349,1.05000007152557,-11.0250005722046
-0.852443039417267,-1.0319048166275,9.67448139190674,14.4562501907349,1.5,-11.0062503814697
-0.907477974891663,-0.77557361125946,9.69601631164551,14.6625003814697,1.48125004768372,-10.9125003814697
-0.900299549102783,-0.426221519708633,9.7701940536499,14.6625003814697,1.48125004768372,-10.9125003814697
-0.833001375198364,0.0502492748200893,9.83509922027588,14.6625003814697,1.48125004768372,-10.9125003814697
-0.900299549102783,0.469292342662811,9.71276664733887,14.6625003814697,0.806250035762787,-10.9875001907349
-1.15633153915405,1.3214362859726,9.29880809783936,14.9625005722046,-1.10625004768372,-10.8187503814697
-1.15633153915405,1.3214362859726,9.29880809783936,15.2062501907349,-2.21250009536743,-10.6125001907349
-1.26640141010284,1.69023013114929,9.38973522186279,15.2062501907349,-2.21250009536743,-10.6125001907349
-1.16350996494293,1.85054922103882,9.29162979125977,15.6187505722046,-4.25625038146973,-9.90000057220459
-1.16350996494293,1.85054922103882,9.29162979125977,15.6187505722046,-4.25625038146973,-9.90000057220459
-0.957727253437042,1.4820544719696,9.44476985931396,15.8812503814697,-5.96250009536743,-9.39375019073486
-1.35015022754669,0.792323410511017,9.56201839447021,16.1062507629395,-6.39375019073486,-9.24375057220459
-1.27836549282074,0.332901448011398,9.6098747253418,16.1062507629395,-6.39375019073486,-9.24375057220459
-1.27597272396088,-0.00239282264374197,9.4758768081665,16.21875,-6.03750038146973,-9.26250076293945
-1.09651100635529,-0.37118661403656,9.63858890533447,16.21875,-6.03750038146973,-9.26250076293945
-1.04865455627441,-0.574576556682587,9.6098747253418,16.03125,-4.70625019073486,-9.71250057220459
-0.962512910366058,-1.03669035434723,9.57637500762939,16.0500011444092,-3.67500019073486,-9.91875076293945
-1.16350996494293,-1.32861483097076,9.65533828735352,16.0500011444092,-3.67500019073486,-9.91875076293945
-0.940977513790131,-1.47726893424988,9.56201839447021,15.6000003814697,-1.38750004768372,-10.4437503814697
-0.83778703212738,-1.58733868598938,9.75823020935059,15.3375005722046,-0.393750011920929,-10.6500005722046
-0.672682285308838,-1.86969184875488,9.73190879821777,15.3375005722046,-0.393750011920929,-10.6500005722046
-0.672682285308838,-1.86969184875488,9.73190879821777,14.9625005722046,1.23750007152557,-11.0437507629395
-0.82582288980484,-1.80747842788696,9.66012382507324,14.9625005722046,1.23750007152557,-11.0437507629395
-0.77557361125946,-1.74047935009003,9.63858890533447,14.5687503814697,2.45625019073486,-11.1750001907349
-0.866800010204315,-1.47009038925171,9.52612590789795,14.3812503814697,2.79375004768372,-11.3062505722046
-1.04626166820526,-0.758823871612549,10.0145606994629,14.3812503814697,2.79375004768372,-11.3062505722046
-0.665503799915314,-0.289830654859543,10.0600242614746,14.6062507629395,2.96250009536743,-11.3812503814697
-0.660718142986298,0.395114839076996,9.87577724456787,14.6062507629395,2.96250009536743,-11.3812503814697
-0.196211457252502,1.07018995285034,10.1102743148804,14.8687505722046,1.20000004768372,-11.2687501907349
-0.641575574874878,1.29511523246765,9.97148990631104,14.8687505722046,1.20000004768372,-11.2687501907349
-0.672682285308838,1.44855499267578,9.47109127044678,15.3375005722046,-0.993750035762787,-11.2875003814697
-0.569790899753571,1.58255302906036,9.96191883087158,15.3375005722046,-0.993750035762787,-11.2875003814697
-0.789930582046509,1.95583343505859,9.63380336761475,15.5437507629395,-3.37500023841858,-11.0625
-0.682253539562225,2.0590238571167,9.48066234588623,15.6000003814697,-4.48125028610229,-10.8562507629395
-0.682253539562225,2.0590238571167,9.48066234588623,15.6000003814697,-4.48125028610229,-10.8562507629395
-1.19222390651703,1.42701959609985,9.19801044464111,15.8812503814697,-5.83125019073486,-10.3875007629395
-1.04147601127625,0.555433928966522,9.6768741607666,15.8812503814697,-5.83125019073486,-10.3875007629395
-1.07018995285034,0.375972270965576,9.77258682250977,15.9937505722046,-5.86875009536743,-10.1062507629395
-0.885942578315735,0.0382851622998714,9.92124080657959,15.8062505722046,-5.51250028610229,-10.0500001907349
-0.890728235244751,-0.42143589258194,9.70558738708496,15.8062505722046,-5.51250028610229,-10.0500001907349
-1.07976126670837,-0.555433928966522,9.61705303192139,15.5812501907349,-4.08750009536743,-10.40625
-0.857228696346283,-0.789930582046509,9.64098167419434,15.5812501907349,-4.08750009536743,-10.40625
-0.828215718269348,-1.12761771678925,9.65533828735352,15.2812509536743,-2.04375004768372,-10.9125003814697
-0.708574593067169,-1.32382917404175,9.66012382507324,15.0937509536743,-0.843750059604645,-11.1187505722046
-0.641575574874878,-1.73808658123016,9.52134037017822,15.0937509536743,-0.843750059604645,-11.1187505722046
-0.454935401678085,-1.84097790718079,9.71755218505859,15.0937509536743,-0.843750059604645,-11.1187505722046
-0.521934449672699,-1.92951238155365,9.68405246734619,14.2312507629395,1.89375007152557,-11.9437503814697
-0.488434910774231,-1.27597272396088,9.75105094909668,14.2312507629395,1.89375007152557,-11.9437503814697
-0.548255503177643,-0.706181764602661,9.80130100250244,14.0250005722046,2.68125009536743,-12.1125001907349
-0.548255503177643,-0.706181764602661,9.80130100250244,14.0250005722046,2.68125009536743,-12.1125001907349
-0.734895646572113,0.0669990330934525,9.5356969833374,13.8750009536743,2.38125014305115,-12.3375005722046
-0.751645386219025,0.548255503177643,9.6433744430542,13.9125003814697,1.81875002384186,-12.4125003814697
0.813858807086945,0.68943202495575,9.89491939544678,13.9125003814697,1.81875002384186,-12.4125003814697
-0.313758879899979,2.33180570602417,10.052845954895,13.9125003814697,1.81875002384186,-12.4125003814697
-0.529112935066223,2.31984162330627,9.6433744430542,14.4937505722046,0.09375,-12.2250003814697
-0.100498549640179,2.28155636787415,9.8470630645752,14.4937505722046,0.09375,-12.2250003814697
-1.141974568367,2.57377982139587,9.08794021606445,15.3375005722046,-3.50625014305115,-11.5687503814697
-0.708574593067169,3.04755878448486,9.15015411376953,15.3375005722046,-3.50625014305115,-11.5687503814697
-0.950548768043518,3.00209522247314,9.01376247406006,15.7687501907349,-5.625,-10.78125
-0.732502818107605,2.79631233215332,9.24108123779297,15.7687501907349,-5.625,-10.78125
-0.900299549102783,2.38923335075378,9.10469055175781,16.0687503814697,-7.20000028610229,-10.0500001907349
-0.708574593067169,1.86969184875488,9.33230781555176,16.2375011444092,-7.51875019073486,-9.78750038146973
-0.682253539562225,1.49401867389679,9.37777137756348,16.2375011444092,-7.51875019073486,-9.78750038146973
-0.617647349834442,1.16111719608307,9.72473049163818,16.0687503814697,-7.44375038146973,-9.90000057220459
-0.617647349834442,0.993619620800018,9.74147987365723,16.0687503814697,-7.44375038146973,-9.90000057220459
-0.555433928966522,0.33050861954689,9.72951602935791,16.0687503814697,-7.44375038146973,-9.90000057220459
-0.404686123132706,-0.0981057286262512,9.92841911315918,15.6000003814697,-5.49375009536743,-10.6312503814697
-0.624825835227966,-0.67028945684433,9.48066234588623,15.6000003814697,-5.49375009536743,-10.6312503814697
-0.624825835227966,-0.67028945684433,9.48066234588623,15.6000003814697,-5.49375009536743,-10.6312503814697
-0.304187566041946,-0.931406199932098,9.92363357543945,14.4000005722046,-2.30625009536743,-12.1500005722046
-0.545862674713135,-1.29272246360779,9.7366943359375,14.4000005722046,-2.30625009536743,-12.1500005722046
-0.526720106601715,-1.42223393917084,9.63619613647461,14.0812501907349,-0.356250017881393,-12.4687509536743
-0.445364117622375,-1.61844539642334,9.5165548324585,14.0812501907349,-0.356250017881393,-12.4687509536743
-0.459721058607101,-1.47966170310974,9.5691967010498,13.7812509536743,1.33125007152557,-12.7687501907349
-0.574576556682587,-1.52751815319061,9.56201839447021,13.5750007629395,1.85625004768372,-12.8812503814697
-0.509970307350159,-1.47487604618073,9.71994495391846,13.5750007629395,1.85625004768372,-12.8812503814697
-0.318544507026672,-1.22572338581085,10.0025968551636,13.5750007629395,2.55000019073486,-12.7687501907349
-0.304187566041946,-0.627218663692474,10.0145606994629,13.5750007629395,2.55000019073486,-12.7687501907349
-0.251246362924576,-0.248853549361229,9.90449142456055,13.5562505722046,2.28750014305115,-12.6375007629395
-0.332901448011398,0.586540639400482,10.2658071517944,13.5562505722046,2.28750014305115,-12.6375007629395
-0.507577478885651,0.65832531452179,9.61466026306152,13.7250003814697,0.975000023841858,-12.6375007629395
-0.574576556682587,1.07976126670837,9.55962562561035,13.7250003814697,0.975000023841858,-12.6375007629395
-0.67028945684433,1.49162578582764,9.52373313903809,14.0625009536743,-1.05000007152557,-12.5062503814697
-0.629611432552338,1.90797698497772,9.5500545501709,14.0625009536743,-1.05000007152557,-12.5062503814697
-0.565005242824554,2.14037990570068,9.44716262817383,14.2687501907349,-2.11875009536743,-12.2625007629395
-0.605683207511902,1.77397882938385,9.54287624359131,14.5875005722046,-4.20000028610229,-11.90625
-0.672682285308838,1.5227324962616,9.6098747253418,14.5875005722046,-4.20000028610229,-11.90625
-0.629611432552338,1.2400803565979,9.6433744430542,14.7375001907349,-5.19375038146973,-11.6625003814697
-0.756431043148041,0.701396107673645,9.51416206359863,14.8312501907349,-5.36250019073486,-11.53125
